id_candidato,camada,infra_aeronautica,nome,lat,lon,tipo_local,tlof_m,resistencia_t,op_diurna,op_noturna,apto_triagem,motivo_exclusao,agrupamento_id,representante_agrupamento,fonte,fonte_id,codigo_oaci
CAN-0189,estacao_transporte,inexistente,ALTO DO IPIRANGA,-23.60219455,-46.61237016,METRO VERDE,,,,,TRUE,,CAN-0189,TRUE,geosampa_estacao_metro,29,
CAN-0190,estacao_transporte,inexistente,ANA ROSA,-23.58135505,-46.63862748,METRO VERDE,,,,,TRUE,,CAN-0190,TRUE,geosampa_estacao_metro,26,
CAN-0191,estacao_transporte,inexistente,ANA ROSA,-23.58125706,-46.63845216,METRO AZUL,,,,,TRUE,,CAN-0190,FALSE,geosampa_estacao_metro,49,
CAN-0192,estacao_transporte,inexistente,ANHANGABAÚ,-23.5479476,-46.6388856,METRO VERMELHA,,,,,TRUE,,CAN-0040,FALSE,geosampa_estacao_metro,14,
CAN-0193,estacao_transporte,inexistente,ARMÊNIA,-23.5255001,-46.62933984,METRO AZUL,,,,,TRUE,,CAN-0193,TRUE,geosampa_estacao_metro,40,
CAN-0194,estacao_transporte,inexistente,ARTUR ALVIM,-23.54028841,-46.48458996,METRO VERMELHA,,,,,TRUE,,CAN-0194,TRUE,geosampa_estacao_metro,2,
CAN-0195,estacao_transporte,inexistente,AYRTON SENNA-JARDIM SÃO PAULO,-23.49241655,-46.61710956,METRO AZUL,,,,,TRUE,,CAN-0195,TRUE,geosampa_estacao_metro,36,
CAN-0196,estacao_transporte,inexistente,BELÉM,-23.5430226,-46.59010776,METRO VERMELHA,,,,,TRUE,,CAN-0196,TRUE,geosampa_estacao_metro,9,
CAN-0197,estacao_transporte,inexistente,BORBA GATO,-23.63336119,-46.6930152,METRO LILAS,,,,,TRUE,,CAN-0197,TRUE,geosampa_estacao_metro,71,
CAN-0198,estacao_transporte,inexistente,BRESSER-MOOCA,-23.54647636,-46.60754004,METRO VERMELHA,,,,,TRUE,,CAN-0198,TRUE,geosampa_estacao_metro,10,
CAN-0199,estacao_transporte,inexistente,BRIGADEIRO,-23.56888001,-46.64735388,METRO VERDE,,,,,TRUE,,CAN-0199,TRUE,geosampa_estacao_metro,24,
CAN-0200,estacao_transporte,inexistente,BROOKLIN,-23.6272532,-46.68802848,METRO LILAS,,,,,TRUE,,CAN-0200,TRUE,geosampa_estacao_metro,72,
CAN-0201,estacao_transporte,inexistente,BRÁS,-23.5478844,-46.61590896,METRO VERMELHA,,,,,TRUE,,CAN-0201,TRUE,geosampa_estacao_metro,11,
CAN-0202,estacao_transporte,inexistente,BUTANTÃ,-23.5719929,-46.7082396,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0202,TRUE,geosampa_estacao_metro,84,
CAN-0203,estacao_transporte,inexistente,CAMILO HADDAD,-23.59541293,-46.5376932,METRO PRATA,,,,,TRUE,,CAN-0203,TRUE,geosampa_estacao_metro,62,
CAN-0204,estacao_transporte,inexistente,CAMPO BELO,-23.61897391,-46.68231888,METRO LILAS,,,,,TRUE,,CAN-0204,TRUE,geosampa_estacao_metro,89,
CAN-0205,estacao_transporte,inexistente,CAMPO LIMPO,-23.64938436,-46.75896072,METRO LILAS,,,,,TRUE,,CAN-0205,TRUE,geosampa_estacao_metro,64,
CAN-0206,estacao_transporte,inexistente,CAPÃO REDONDO,-23.65929923,-46.7680122,METRO LILAS,,,,,TRUE,,CAN-0206,TRUE,geosampa_estacao_metro,63,
CAN-0207,estacao_transporte,inexistente,CARANDIRU,-23.50927562,-46.6249626,METRO AZUL,,,,,TRUE,,CAN-0207,TRUE,geosampa_estacao_metro,38,
CAN-0208,estacao_transporte,inexistente,CARRÃO,-23.53785103,-46.56415536,METRO VERMELHA,,,,,TRUE,,CAN-0208,TRUE,geosampa_estacao_metro,7,
CAN-0209,estacao_transporte,inexistente,CHÁCARA KLABIN,-23.59263183,-46.63048644,METRO VERDE,,,,,TRUE,,CAN-0209,TRUE,geosampa_estacao_metro,27,
CAN-0210,estacao_transporte,inexistente,CHÁCARA KLABIN,-23.59263183,-46.63048644,METRO LILAS,,,,,TRUE,,CAN-0209,FALSE,geosampa_estacao_metro,77,
CAN-0211,estacao_transporte,inexistente,CLÍNICAS,-23.5541111,-46.67076216,METRO VERDE,,,,,TRUE,,CAN-0211,TRUE,geosampa_estacao_metro,21,
CAN-0212,estacao_transporte,inexistente,CONCEIÇÃO,-23.63537778,-46.64133216,METRO AZUL,,,,,TRUE,,CAN-0111,FALSE,geosampa_estacao_metro,55,
CAN-0213,estacao_transporte,inexistente,CONSOLAÇÃO,-23.55722797,-46.66119228,METRO VERDE,,,,,TRUE,,CAN-0213,TRUE,geosampa_estacao_metro,22,
CAN-0214,estacao_transporte,inexistente,CORINTHIANS-ITAQUERA,-23.54230527,-46.47107772,METRO VERMELHA,,,,,TRUE,,CAN-0214,TRUE,geosampa_estacao_metro,1,
CAN-0215,estacao_transporte,inexistente,EUCALIPTOS,-23.61014504,-46.66899132,METRO LILAS,,,,,TRUE,,CAN-0215,TRUE,geosampa_estacao_metro,73,
CAN-0216,estacao_transporte,inexistente,FARIA LIMA,-23.56715823,-46.69398792,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0069,FALSE,geosampa_estacao_metro,82,
CAN-0217,estacao_transporte,inexistente,FAZENDA DA JUTA,-23.61168829,-46.4874719,METRO PRATA,,,,,TRUE,,CAN-0217,TRUE,geosampa_estacao_metro,91,
CAN-0218,estacao_transporte,inexistente,FRADIQUE COUTINHO,-23.56616863,-46.68416496,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0218,TRUE,geosampa_estacao_metro,85,
CAN-0219,estacao_transporte,inexistente,GIOVANNI GRONCHI,-23.6439647,-46.73409624,METRO LILAS,,,,,TRUE,,CAN-0219,TRUE,geosampa_estacao_metro,66,
CAN-0220,estacao_transporte,inexistente,GUILHERMINA-ESPERANÇA,-23.52926294,-46.51654824,METRO VERMELHA,,,,,TRUE,,CAN-0220,TRUE,geosampa_estacao_metro,4,
CAN-0221,estacao_transporte,inexistente,HIGIENÓPOLIS-MACKENZIE,-23.54895152,-46.6522614,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0221,TRUE,geosampa_estacao_metro,86,
CAN-0222,estacao_transporte,inexistente,HOSPITAL SÃO PAULO,-23.59815983,-46.64535984,METRO LILAS,,,,,TRUE,,CAN-0222,TRUE,geosampa_estacao_metro,75,
CAN-0223,estacao_transporte,inexistente,JABAQUARA,-23.64648321,-46.64099088,METRO AZUL,,,,,TRUE,,CAN-0223,TRUE,geosampa_estacao_metro,56,
CAN-0224,estacao_transporte,inexistente,JAPÃO-LIBERDADE,-23.55497637,-46.6357338,METRO AZUL,,,,,TRUE,,CAN-0224,TRUE,geosampa_estacao_metro,45,
CAN-0225,estacao_transporte,inexistente,JARDIM PLANALTO,-23.60739076,-46.50705248,METRO PRATA,,,,,TRUE,,CAN-0225,TRUE,geosampa_estacao_metro,93,
CAN-0226,estacao_transporte,inexistente,LARGO TREZE,-23.65446316,-46.70953524,METRO LILAS,,,,,TRUE,,CAN-0226,TRUE,geosampa_estacao_metro,68,
CAN-0227,estacao_transporte,inexistente,LUZ,-23.53690231,-46.63367028,METRO AZUL,,,,,TRUE,,CAN-0227,TRUE,geosampa_estacao_metro,42,
CAN-0228,estacao_transporte,inexistente,LUZ,-23.53615475,-46.6344918,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0227,FALSE,geosampa_estacao_metro,79,
CAN-0229,estacao_transporte,inexistente,MARECHAL DEODORO,-23.53351827,-46.65602664,METRO VERMELHA,,,,,TRUE,,CAN-0229,TRUE,geosampa_estacao_metro,17,
CAN-0230,estacao_transporte,inexistente,MOEMA,-23.60332886,-46.6619868,METRO LILAS,,,,,TRUE,,CAN-0230,TRUE,geosampa_estacao_metro,74,
CAN-0231,estacao_transporte,inexistente,ORATÓRIO,-23.58217758,-46.56189996,METRO PRATA,,,,,TRUE,,CAN-0231,TRUE,geosampa_estacao_metro,57,
CAN-0232,estacao_transporte,inexistente,OSCAR FREIRE,-23.56051817,-46.67208372,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0232,TRUE,geosampa_estacao_metro,87,
CAN-0233,estacao_transporte,inexistente,PALMEIRAS-BARRA FUNDA,-23.52594769,-46.66737276,METRO VERMELHA,,,,,TRUE,,CAN-0233,TRUE,geosampa_estacao_metro,18,
CAN-0234,estacao_transporte,inexistente,PARADA INGLESA,-23.48703268,-46.60882092,METRO AZUL,,,,,TRUE,,CAN-0234,TRUE,geosampa_estacao_metro,35,
CAN-0235,estacao_transporte,inexistente,PARAÍSO,-23.5757681,-46.64105568,METRO VERDE,,,,,TRUE,,CAN-0235,TRUE,geosampa_estacao_metro,25,
CAN-0236,estacao_transporte,inexistente,PARAÍSO,-23.57572421,-46.6407738,METRO AZUL,,,,,TRUE,,CAN-0235,FALSE,geosampa_estacao_metro,48,
CAN-0237,estacao_transporte,inexistente,PATRIARCA,-23.53118276,-46.5013818,METRO VERMELHA,,,,,TRUE,,CAN-0237,TRUE,geosampa_estacao_metro,3,
CAN-0238,estacao_transporte,inexistente,PAULISTA,-23.55507587,-46.6621866,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0238,TRUE,geosampa_estacao_metro,81,
CAN-0239,estacao_transporte,inexistente,PEDRO II,-23.54971551,-46.6259094,METRO VERMELHA,,,,,TRUE,,CAN-0239,TRUE,geosampa_estacao_metro,12,
CAN-0240,estacao_transporte,inexistente,PENHA,-23.53348131,-46.54234908,METRO VERMELHA,,,,,TRUE,,CAN-0240,TRUE,geosampa_estacao_metro,6,
CAN-0241,estacao_transporte,inexistente,PINHEIROS,-23.56718347,-46.70169552,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0241,TRUE,geosampa_estacao_metro,83,
CAN-0242,estacao_transporte,inexistente,PORTUGUESA-TIETÊ,-23.51613134,-46.62516132,METRO AZUL,,,,,TRUE,,CAN-0242,TRUE,geosampa_estacao_metro,39,
CAN-0243,estacao_transporte,inexistente,PRAÇA DA ÁRVORE,-23.61064181,-46.63788372,METRO AZUL,,,,,TRUE,,CAN-0243,TRUE,geosampa_estacao_metro,52,
CAN-0244,estacao_transporte,inexistente,REPÚBLICA,-23.54389388,-46.64314908,METRO VERMELHA,,,,,TRUE,,CAN-0244,TRUE,geosampa_estacao_metro,15,
CAN-0245,estacao_transporte,inexistente,REPÚBLICA,-23.54458216,-46.64302524,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0244,FALSE,geosampa_estacao_metro,80,
CAN-0246,estacao_transporte,inexistente,SACOMÃ,-23.60141487,-46.60317216,METRO VERDE,,,,,TRUE,,CAN-0246,TRUE,geosampa_estacao_metro,30,
CAN-0247,estacao_transporte,inexistente,SANTA CECÍLIA,-23.53963806,-46.64887956,METRO VERMELHA,,,,,TRUE,,CAN-0247,TRUE,geosampa_estacao_metro,16,
CAN-0248,estacao_transporte,inexistente,SANTA CRUZ,-23.59882935,-46.63668816,METRO AZUL,,,,,TRUE,,CAN-0248,TRUE,geosampa_estacao_metro,51,
CAN-0249,estacao_transporte,inexistente,SANTA CRUZ,-23.59847538,-46.6371774,METRO LILAS,,,,,TRUE,,CAN-0248,FALSE,geosampa_estacao_metro,76,
CAN-0250,estacao_transporte,inexistente,SANTANA,-23.50256893,-46.62477288,METRO AZUL,,,,,TRUE,,CAN-0250,TRUE,geosampa_estacao_metro,37,
CAN-0251,estacao_transporte,inexistente,SANTO AMARO,-23.65575018,-46.72093428,METRO LILAS,,,,,TRUE,,CAN-0251,TRUE,geosampa_estacao_metro,67,
CAN-0252,estacao_transporte,inexistente,SANTOS-IMIGRANTES,-23.59593764,-46.6207002,METRO VERDE,,,,,TRUE,,CAN-0252,TRUE,geosampa_estacao_metro,28,
CAN-0253,estacao_transporte,inexistente,SANTUÁRIO NOSSA SENHORA DE FÁTIMA-SUMARÉ,-23.55101627,-46.67753844,METRO VERDE,,,,,TRUE,,CAN-0253,TRUE,geosampa_estacao_metro,20,
CAN-0254,estacao_transporte,inexistente,SAPOPEMBA,-23.61475302,-46.50142723,METRO PRATA,,,,,TRUE,,CAN-0254,TRUE,geosampa_estacao_metro,92,
CAN-0255,estacao_transporte,inexistente,SAÚDE,-23.61860894,-46.63923732,METRO AZUL,,,,,TRUE,,CAN-0255,TRUE,geosampa_estacao_metro,53,
CAN-0256,estacao_transporte,inexistente,SÃO BENTO,-23.54408415,-46.63416672,METRO AZUL,,,,,TRUE,,CAN-0256,TRUE,geosampa_estacao_metro,43,
CAN-0257,estacao_transporte,inexistente,SÃO JOAQUIM,-23.56191105,-46.6386966,METRO AZUL,,,,,TRUE,,CAN-0257,TRUE,geosampa_estacao_metro,46,
CAN-0258,estacao_transporte,inexistente,SÃO JUDAS,-23.62575151,-46.6408116,METRO AZUL,,,,,TRUE,,CAN-0258,TRUE,geosampa_estacao_metro,54,
CAN-0259,estacao_transporte,inexistente,SÃO LUCAS,-23.58929459,-46.5443694,METRO PRATA,,,,,TRUE,,CAN-0259,TRUE,geosampa_estacao_metro,59,
CAN-0260,estacao_transporte,inexistente,SÃO MATEUS,-23.61208758,-46.47668223,METRO PRATA,,,,,TRUE,,CAN-0260,TRUE,geosampa_estacao_metro,90,
CAN-0261,estacao_transporte,inexistente,SÃO PAULO-MORUMBI,-23.58638894,-46.72383012,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0261,TRUE,geosampa_estacao_metro,88,
CAN-0262,estacao_transporte,inexistente,SÉ,-23.55092139,-46.6331346,METRO VERMELHA,,,,,TRUE,,CAN-0262,TRUE,geosampa_estacao_metro,13,
CAN-0263,estacao_transporte,inexistente,SÉ,-23.55100043,-46.63308816,METRO AZUL,,,,,TRUE,,CAN-0262,FALSE,geosampa_estacao_metro,44,
CAN-0264,estacao_transporte,inexistente,TAMANDUATEÍ,-23.59293848,-46.5895746,METRO VERDE,,,,,TRUE,,CAN-0264,TRUE,geosampa_estacao_metro,31,
CAN-0265,estacao_transporte,inexistente,TATUAPÉ,-23.54043989,-46.57628448,METRO VERMELHA,,,,,TRUE,,CAN-0265,TRUE,geosampa_estacao_metro,8,
CAN-0266,estacao_transporte,inexistente,TIRADENTES,-23.53065813,-46.6321716,METRO AZUL,,,,,TRUE,,CAN-0266,TRUE,geosampa_estacao_metro,41,
CAN-0267,estacao_transporte,inexistente,TRIANON-MASP,-23.56316136,-46.654416,METRO VERDE,,,,,TRUE,,CAN-0008,FALSE,geosampa_estacao_metro,23,
CAN-0268,estacao_transporte,inexistente,TUCURUVI,-23.47998047,-46.60315056,METRO AZUL,,,,,TRUE,,CAN-0268,TRUE,geosampa_estacao_metro,34,
CAN-0269,estacao_transporte,inexistente,VERGUEIRO,-23.56891466,-46.6399368,METRO AZUL,,,,,TRUE,,CAN-0269,TRUE,geosampa_estacao_metro,47,
CAN-0270,estacao_transporte,inexistente,VILA DAS BELEZAS,-23.64040617,-46.74573648,METRO LILAS,,,,,TRUE,,CAN-0270,TRUE,geosampa_estacao_metro,65,
CAN-0271,estacao_transporte,inexistente,VILA MADALENA,-23.54639071,-46.69085484,METRO VERDE,,,,,TRUE,,CAN-0271,TRUE,geosampa_estacao_metro,19,
CAN-0272,estacao_transporte,inexistente,VILA MARIANA,-23.58910752,-46.63465092,METRO AZUL,,,,,TRUE,,CAN-0272,TRUE,geosampa_estacao_metro,33,
CAN-0273,estacao_transporte,inexistente,VILA MARIANA,-23.58910752,-46.63465092,METRO AZUL,,,,,TRUE,,CAN-0272,FALSE,geosampa_estacao_metro,50,
CAN-0274,estacao_transporte,inexistente,VILA MATILDE,-23.53187738,-46.53100548,METRO VERMELHA,,,,,TRUE,,CAN-0274,TRUE,geosampa_estacao_metro,5,
CAN-0275,estacao_transporte,inexistente,VILA PRUDENTE,-23.58432594,-46.58190624,METRO VERDE,,,,,TRUE,,CAN-0275,TRUE,geosampa_estacao_metro,32,
CAN-0276,estacao_transporte,inexistente,VILA PRUDENTE,-23.58474956,-46.58378796,METRO PRATA,,,,,TRUE,,CAN-0276,TRUE,geosampa_estacao_metro,58,
CAN-0277,estacao_transporte,inexistente,VILA SÔNIA,-23.59341763,-46.73475752,VIAQUATRO AMARELA,,,,,TRUE,,CAN-0277,TRUE,geosampa_estacao_metro,94,
CAN-0278,estacao_transporte,inexistente,VILA TOLSTÓI,-23.60092053,-46.52709516,METRO PRATA,,,,,TRUE,,CAN-0278,TRUE,geosampa_estacao_metro,60,
CAN-0279,estacao_transporte,inexistente,VILA UNIÃO,-23.60286983,-46.516113,METRO PRATA,,,,,TRUE,,CAN-0279,TRUE,geosampa_estacao_metro,61,
